id,title,genres,authors,description,readers_count,avg_rating
297711,Божественная повесть о Земле в надписях на мегалитах,"История Древнего мира,Памятники истории и культуры",Елена Скорикова,,17,4.5
221537,"Болезни пищевода, желудка и кишечника","Научно-популярная литература,Гастроэнтерология,Популярно о медицине",Галина Анохина,,10,3.0
28418,Большая история,"Научно-популярная литература,Астрономия,Микробиология,Зарубежная образовательная литература",Дэвид Кристиан,,12,5.0
52974,Братство кольца,"Героическое фэнтези,Зарубежное фэнтези,Книги про волшебников,Классика фэнтези",Джон Толкин,,46,5.0
300620,Британская империя. Разделяй и властвуй!,"Научно-популярная литература,Всемирная история",Джон Сили,,19,4.3
39685,Бродяги Севера. Охотники на волков,Классика приключенческой литературы,Джеймс Оливер Кервуд,,15,
134742,Будни учителя,"Педагогика,Истории из жизни",Павел Астапов,,9,5.0
174223,В один «клик»,Житийная литература,Анна Яковлева,,18,4.0
192635,В поисках гармонии. Искусствоведческие работы разных лет,"Изобразительное искусство,Искусствоведение",Нина Дмитриева,,13,5.0
207909,В поисках памяти,"Научно-популярная литература,Общая биология,Зарубежная образовательная литература,Нейробиология",Эрик Кандель,,17,4.4
221806,В помощь учителю рисования при подготовке к уроку,"Изобразительное искусство,Педагогика",Анна Щеглова,,12,5.0
117428,В потоке,"Изобразительное искусство,Зарубежная литература о культуре и искусстве",Борис Гройс,,13,3.0
215721,Валькирии,"Зарубежная эзотерическая литература,Современная зарубежная литература",Пауло Коэльо,,34,4.0
108662,Ваш новый уровень на Форекс,"Forex,Технический анализ,Трейдинг",Леонид Шафт,,21,4.2
319651,Введение в биржевую торговлю и методы управления личным капиталом,"Forex,Технический анализ,Трейдинг",Никита Андреев,,14,5.0
191189,Введение в историю философии. Лекции по эстетике. Наука логики. Философия природы,"История философии,Книги по философии,Эстетика",Георг Гегель,,17,5.0
143859,Вектор творения,"Изобразительное искусство,Искусствоведение,Документальная литература",Леонид Ткаченко,,10,5.0
317402,Великие завоевания варваров. Падение Рима и рождение Европы,"История Средних веков,Всемирная история,Зарубежная образовательная литература",Питер Хизер,,14,5.0
82463,Великие люди Оренбурга,"Биографические справочники,Документальная литература",Василий Чешихин,,9,5.0
23598,Великие правители Древнего Египта. История царских династий от Аменемхета I до Тутмоса III,"История Древнего мира,Зарубежная образовательная литература",Артур Вейгалл,,17,4.5
158153,Великие художники: большая книга мастеров и эпох,"Изобразительное искусство,Искусствоведение,История искусства",Паола Волкова,,10,5.0
23489,"Великие цивилизации Междуречья. Древняя Месопотамия: Царства Шумер, Аккад, Вавилония и Ассирия. 2700–100 гг. до н. э.","История Древнего мира,Всемирная история,Зарубежная образовательная литература",Жорж Ру,,14,4.7
134997,Великий Кэтсби,Комиксы / манга,Элиза Гаррет,,16,5.0
112350,Великое переселение народов: этнополитические и социальные аспекты,"История Средних веков,История Древнего мира,Всемирная история","Антон Горский,Вера Буданова,Ирина Ермолова",,11,
200967,Верховный алгоритм,"Научно-популярная литература,Зарубежная образовательная литература,Информатика и вычислительная техника",Педро Домингос,,13,5.0
129884,Взаимоотношение свободы и общественной солидарности,"Политология,Государственное и муниципальное управление",Максим Ковалевский,,12,4.6
136965,Виктор Пелевин спрашивает PRов,Реклама,Виктор Пелевин,,45,4.8
49389,Властелин Колец,"Героическое фэнтези,Зарубежное фэнтези,Книги про волшебников,Классика фэнтези",Джон Толкин,,33,5.0
270618,Влияние электромагнитного излучения мобильных телефонов на состояние репродуктивной системы и потомство,"Монографии,Прикладные отрасли медицины,Анатомия и физиология",Геннадий Верещако,,11,
1811,Внешнеэкономическая деятельность: учебный курс,Внешнеэкономическая деятельность,"Елена Павлова,Галина Маховикова",,21,4.9
126379,Возвращение Короля,"Героическое фэнтези,Зарубежное фэнтези,Книги про волшебников,Классика фэнтези",Джон Толкин,,18,4.8
146957,Возвращение короля,"Героическое фэнтези,Зарубежное фэнтези,Книги про волшебников,Классика фэнтези",Джон Толкин,,17,4.0
46779,Воины Карфагена. Первая полная энциклопедия Пунических войн,История Древнего мира,Евгений Родионов,,10,5.0
100131,Ворожея. Любовью спасены будете,"Мистика,Истории из жизни,Популярно о медицине",Андрей Звонков,,19,3.0
312069,"Вперед, Котенок!",Русская драматургия,Андрей Зинчук,,16,5.0
176350,Впечатления о Советской России. Должно ли государство управлять экономикой,"Политология,Управление экономикой,Экономическое развитие",Джон Кейнс,,8,4.0
171241,Время после. Освенцим и ГУЛАГ: мыслить абсолютное зло,"Социальная философия,История политических учений",Валерий Подорога,,14,4.0
306201,"Вселенная, жизнь, разум","Научно-популярная литература,Астрономия",Иосиф Шкловский,,16,5.0
88682,"Всемирная история для тех, кто всё забыл","Всемирная история,Популярно об истории",Сергей Нечаев,,11,5.0
82267,"Всё, что осталось. Записки патологоанатома и судебного антрополога","Научно-популярная литература,Истории из жизни,Популярно о медицине",Сью Блэк,,22,4.3
71947,Второй пол,"Антропология,Зарубежная образовательная литература,Социология",Симона де Бовуар,,14,
19430,Вызовы профессионального образования,"Педагогика,Научные доклады",Татьяна Клячко,,14,4.8
311743,"Выступления и презентации. Кратко, ясно, просто","Эффективная презентация,Зарубежная деловая литература",Стив Бастин,,14,5.0
11342,Выход есть всегда: как не совершить непоправимое,"Психотерапия,Состояния и явления психики,О психологии популярно","Дмитрий Семеник,Михаил Хасьминский",,10,4.5
174037,"Галерея аферистов. История искусства и тех, кто его продает","Искусствоведение,История искусства,Зарубежная литература о культуре и искусстве",Филип Хук,,16,5.0
187099,"Гамлет, принц Датский","Зарубежная драматургия,Зарубежная классика,Зарубежная старинная литература,Европейская старинная литература",Уильям Шекспир,,19,5.0
290002,"Гамлет, принц датский","Мистика,Пьесы и драматургия,Зарубежная драматургия,Европейская старинная литература",Уильям Шекспир,,65,4.8
309870,Гаргантюа и Пантагрюэль,"Зарубежная старинная литература,Европейская старинная литература",Франсуа Рабле,,22,4.8
319448,Гарики на каждый день,Юмористические стихи,Игорь Губерман,,51,4.7
36597,Генетика гениальности,"Научно-популярная литература,Генетика",Владимир Эфроимсон,,16,4.8
281156,Генетика для начинающих,"Научно-популярная литература,Генетика",Андрей Шляхов,,11,4.0
46420,Генетика за 1 час,"Научно-популярная литература,Генетика",Валерия Черепенчук,,15,3.4
105189,География. Большой сборник тематических заданий для подготовки к основному государственному экзамену,"ГИА по географии (ОГЭ, ГВЭ),География 9 класс","Ольга Чичерина,Юлия Соловьева",,15,5.0
281529,Гиревой спорт 2019,Другие справочники,Сергей Косьяненко,,18,4.6
225959,Главные преступления XXI века. Узнаем ли мы правду?,Новейшая история,Юрий Мухин,,13,4.0
162715,Глобальные шахматы. Русская партия,"Современное политическое положение,Внешняя политика,Национальная политика,Документальная литература",Алексей Пушков,,16,4.2
28007,Глэм-капитализм,Социальная философия,Дмитрий Иванов,,11,4.0
277990,"Говори, вдохновляй: Как завоевать доверие слушателей и увлечь их своими идеями","Ораторское искусство / риторика,Советы от гуру,Зарубежная образовательная литература",Саймон Ланкастер,,13,4.3
69653,"Голод, страх смерти и половой инстинкт. «Мир есть госпиталь для умалишенных»","Социальная философия,Книги по философии,Зарубежная образовательная литература",Артур Шопенгауэр,,11,5.0
97855,Госзаказ. Капитальный и текущий ремонт,"Строительные материалы,Государственное и муниципальное управление,Нормативная документация,Проектирование в строительстве,Строительные конструкции",Игорь Вотченко,,17,3.8
250389,Госслужба на 100%. Как все устроено,Советы от гуру,"Глеб Архангельский,Ольга Стрелкова",,13,5.0
150654,Государственная и муниципальная служба. Курс лекций,"Государственное и муниципальное управление,Прочая образовательная литература",Людмила Сальникова,,12,5.0
45718,Государь. По ту сторону добра и зла,"Книги по философии,Зарубежная образовательная литература,Зарубежная старинная литература,Европейская старинная литература","Фридрих Ницше,Никколо Макиавелли",,15,3.0
220162,Гражданско-правовое регулирование договорных отношений в сфере телекоммуникационных услуг,"Монографии,Гражданское право",Ольга Кузнецова,,11,5.0
7161,Грезы в ведьмовском доме,"Ужасы,Мистика,Классика фантастики,Классика фэнтези",Говард Лавкрафт,,25,4.5
284849,Грибы. Определитель грибов русских лесов и полей,"Другие справочники,Природа и животные",Михаил Вишневский,,15,5.0
164468,Грязные войны буржуинов,"Современное политическое положение,Внешняя политика",Елена Пономарева,,16,4.5
213282,Грязные гены. «Большая стирка» для вашей ДНК. Как изменить свою наследственность,"Научно-популярная литература,Генетика",Бен Линч,,11,5.0
265613,ДНК-генеалогия от А до Т,"Научно-популярная литература,Генетика",Анатолий Клёсов,,12,4.5
225352,ДНК. История генетической революции,"Научно-популярная литература,Генетика",Джеймс Дьюи Уотсон,,15,5.0
269641,Две крепости,"Героическое фэнтези,Зарубежное фэнтези,Книги про волшебников,Классика фэнтези",Джон Толкин,,28,
238858,Две твердыни,"Героическое фэнтези,Зарубежное фэнтези,Книги про волшебников,Классика фэнтези",Джон Толкин,,18,4.0
142693,"Двенадцатая ночь, или Что угодно","Зарубежная драматургия,Зарубежная классика,Зарубежная старинная литература,Европейская старинная литература",Уильям Шекспир,,12,4.5
263055,Двухпалатный парламент Российской Федерации,"Теория государства и права,Государственное и муниципальное управление",Олег Булаков,,14,4.8
125509,Декамерон,Европейская старинная литература,Джованни Боккаччо,,22,4.8
303858,Делай космос!,"Научно-популярная литература,Астрономия",Виталий Егоров (Zelenyikot),,13,4.5
180257,Дело сердца. 11 ключевых операций в истории кардиохирургии,"Кардиология,Истории из жизни,Популярно о медицине",Томас Моррис,,14,5.0
210527,Делопроизводство,Делопроизводство,Денис Шевчук,,23,4.5
276515,Дети Хурина. Нарн и Хин Хурин,"Зарубежное фэнтези,Классика фэнтези",Джон Толкин,,38,5.0
253063,Диалектика как логика и методология науки,"Логика,Социальная философия",Владислав Столяров,,11,4.0
6793,Диалоги,"Книги по философии,Зарубежная образовательная литература,Зарубежная старинная литература,Античная литература","Алексей Навальный,Адам Михник",,12,5.0
4612,Дианетика и кровожадные драконы Русской равнины,"Палеонтология,Научная фантастика",Владимир Брюков,,16,3.0
295699,Дивный Батюшка. Житие святого праведного Иоанна Кронштадтского,"Житийная литература,Православие для детей",Виктория Корхова,,14,5.0
207848,Дизайн привычных вещей,"Дизайн,Отраслевые издания",Дональд Норман,,31,3.3
60115,Дизайн. Словарь терминов,"Терминологические словари,Дизайн","Александр Трухачев,Анна Иволга,В. Варивода,Ирина Таранова",,18,5.0
81062,Дон Кихот,"Зарубежная старинная литература,Европейская старинная литература",Мигель де Сервантес Сааведра,,46,4.2
194635,Дорога к рабству,"Социальная философия,Книги по философии,Зарубежная образовательная литература",Фридрих фон Хайек,,15,4.8
135611,Древние цивилизации Евразии. Исторический путь от возникновения человечества до крушения Римской империи,"Научно-популярная литература,История Древнего мира,Зарубежная образовательная литература",Честер Старр,,20,2.5
158850,Древний мир. Египет. Греция. Рим,"История Древнего мира,Популярно об истории",И. Геннис,,12,
153759,Духи рваной земли,"Зарубежные детективы,Вестерны,Триллеры",Крэйг С. Залер,,11,5.0
319808,Дхарма в аду,"Тибетский буддизм,Вероучения в буддизме,Зарубежная религиозная литература",Флит Моул,,21,5.0
89874,Евгений Онегин,"Внеклассное чтение,Литература 19 века,Русская классика,Русская поэзия",Александр Пушкин,,60,4.7
85871,"Евгений Примаков. Человек, который спас разведку","Политология,Внешняя политика,Новейшая история",Леонид Млечин,,13,5.0
95439,Евромайдан имени Степана Бандеры. От демократии к диктатуре,"Современное политическое положение,Национальная политика,Новейшая история","Алексей Кочетков,Станислав Бышок",,8,5.0
254347,"Если вас решили уволить, или Как не стать жертвой работодателя","Конфликты,Поиск и подбор персонала",Марианна Стерлигова,,12,4.3
247868,Женское телостроительство,Физкультура и спорт,Артем Алексеев,,13,4.5
279557,Живая вода,Природа и животные,Неустановленный автор,,16,4.5
303339,Животный мир Дагестана,"Общая биология,Природа и животные",Зияудин Шахмарданов,,11,5.0
170119,Жизнь и ее суррогаты. Как формируются зависимости,"Научно-популярная литература,Психиатрия,Наркология,Состояния и явления психики,Популярно о медицине",Майа Шалавиц,,32,
41913,Жизнь и житие святителя Луки Войно-Ясенецкого архиепископа и хирурга,"Житийная литература,Православие",Марк Поповский,,9,5.0
235092,Жизнь и учение Будды,"Вероучения в буддизме,Книги по философии",Павел Буланже,,10,5.0
178317,Забавные и озорные частушки,Юмористические стихи,Валерия Воронцова,,11,5.0
153801,Занимательная ботаника,"Общая биология,Ботаника",Александр Цингер,,12,5.0
248040,Занимательная математика. Задачник,Задачники,Алексий Этимон,,25,5.0
97780,Занимательная минералогия,"Научно-популярная литература,Геология",Александр Ферсман,,17,5.0
122531,Записки водолазного старшины. Взгляд зоолога-натуралиста,"Научно-популярная литература,Зоология",Сергей Гагаев,,16,4.5
288290,Записки из беседки над прудом,"Зарубежная старинная литература,Древневосточная литература",Ёсисигэ-но Ясутанэ,,15,5.0
99353,Записки о Галльской войне,"Зарубежная старинная литература,Античная литература",Гай Юлий Цезарь,,23,4.5
66345,Знакомьтесь: мистер Муллинер,"Зарубежная классика,Зарубежный юмор,Литература 20 века",Пелам Гренвилл Вудхаус,,19,5.0
69049,Знаменитые загадки природы,"Научно-популярная литература,Природа и животные","Валентина Скляренко,Татьяна Иовлева,Владимир Сядро,Оксана Очкурова",,16,4.5
72403,"Золотое солнце, исполняющее желания","Вероучения в буддизме,Зарубежная религиозная литература",лама Сопа Ринпоче,,10,
119399,Золотой век советской эстетики,"Книги по философии,Эстетика",Игорь Малышев,,14,5.0
260633,Идеология партии будущего,"Политология,Современное политическое положение,Политические партии,Социология",Александр Зиновьев,,13,5.0
125380,Идеология суверенитета. От имитации к подлинности,"Политология,Современное политическое положение",Михаил Леонтьев,,9,5.0
110612,Избранные жития святых. Лето: Июнь. Июль. Август,"Житийная литература,Православные календари",Александра Бахметева,,12,5.0
18561,Избранные стихи,"Зарубежная поэзия,Старинная литература","Джон Китс,Роберт Бёрнс,Редьярд Киплинг",,15,3.7
290878,Имена для новорожденных. Их значения,Другие справочники,Светлана Кузнецова,,13,5.0
143996,Империя Карла Великого и Арабский халифат,"История Средних веков,Зарубежная образовательная литература",Анри Пирен,,17,4.5
89210,Инкогнито. Тайная жизнь мозга,"Научно-популярная литература,Нейробиология",Дэвид Иглмен,,17,3.8
247514,Институт свободы совести и свободы вероисповедания в праве современной России,"Законы и постановления,Конституционное право,Гражданское право","Елена Тихонова,Николай Придворов",,15,4.7
318682,Информатика социального отражения. Информационные и социальные основания общественного разума,"Книги по философии,Прочая образовательная литература,Социология",Ян Вильям Сиверц ван Рейзема,,13,4.5
19985,Информационная безопасность. Курс лекций,"Прочая образовательная литература,Техническая литература,Информационная безопасность",А. Артемов,,9,
169245,Истории древних цивилизаций,"Научно-популярная литература,История Древнего мира",Игорь Прокопенко,,19,
238348,Исторические личности сквозь призму психиатрии,"Психиатрия,Популярно о медицине",Анатолий Спринц,,17,5.0
108687,История Древней Греции,"История Древнего мира,Зарубежная образовательная литература,Зарубежная старинная литература,Античная литература",Николас Хаммонд,,11,5.0
63911,История Франции. С древнейших времен до Версальского договора,"История Средних веков,История Древнего мира,Всемирная история,Новое время,Зарубежная образовательная литература",Уильям Стирнс Дэвис,,16,5.0
252367,История астрономии. Великие открытия с древности до Средневековья,"Научно-популярная литература,Астрономия,Зарубежная образовательная литература",Джон Дрейер,,17,4.0
318271,История географо-геологического освоения Сибири и Севера России,"Монографии,Геология,География",Владимир Шумилов,,17,5.0
91479,История западной философии,"История философии,Зарубежная образовательная литература",Бертран Рассел,,18,4.0
234934,"История фараонов. Правящие династии Раннего, Древнего и Среднего царств Египта. 3000–1800 гг. до нашей эры","История Древнего мира,Зарубежная образовательная литература",Артур Вейгалл,,21,3.7
235337,К выступлению готов! Презентационный конструктор,"Ораторское искусство / риторика,Эффективная презентация",Радислав Гандапас,,26,3.0
245064,К себе самому,"Книги по философии,Античная литература",Марк Аврелий Антонин,,44,4.8
87181,"Каббала. Мудрость, пронесенная сквозь тысячелетия",Зарубежная религиозная и эзотерическая литература,Герцель Давыдов,,20,4.4
107431,Кадровое делопроизводство на основании Трудового кодекса Российской Федерации,Делопроизводство,Артем Сазыкин,,19,4.0
159216,Кадровое обеспечение предпринимательства: стили и методы управления персоналом,"Монографии,Поиск и подбор персонала,Управление персоналом",Валерий Пилявский,,8,
47746,Кадровый документооборот,Делопроизводство,Виталий Семенихин,,17,3.7
181349,Как Париж стал Парижем. История создания самого притягательного города в мире,"Научно-популярная литература,Всемирная история,Зарубежная образовательная литература,География",Джоан Дежан,,20,4.7
132095,Как запомнить все! Секреты чемпиона мира по мнемотехнике,"Научно-популярная литература,Нейробиология",Борис Конрад,,20,5.0
108653,Как микробы управляют нами. Тайные властители жизни на Земле,"Научно-популярная литература,Микробиология,Зарубежная образовательная литература",Эд Йонг,,20,5.0
100726,Как надо работать. Практическое введение в науку организации труда. Маркс и Форд,"Политология,Государственное и муниципальное управление",Алексей Гастев,,51,3.8
144885,Как осознать свою ценность и полюбить себя,О психологии популярно,Ольга Лозина,,16,4.0
76509,Как прекратить войну,Внутренняя политика,Валерий Брюсов,,9,5.0
90133,Как прогнать поваров и готовить самому,"Поиск и подбор персонала,Управление персоналом,Отраслевые издания",Марк Пляскин,,16,5.0
174362,Как создать современный проект загородного дома,"Архитектурные конструкции,Проектирование,Проектирование в строительстве,Строительные конструкции",В. Злобин,,17,3.7
2439,Как устроена Вселенная,"Астрономия,Прочая образовательная литература",Брайан Хейбл,,9,
284294,Как я выступала в опере,"Опера / балет,Истории из жизни",Екатерина Поспелова,,14,4.6
242486,Каменный краб,Русская драматургия,Татьяна Соломатина,,30,4.2
314078,Камерные гарики,Юмористические стихи,Игорь Губерман,,15,4.4
42546,Клаустрофобия,Русская драматургия,Константин Костенко,,18,4.7
200809,Книга закона и порядка. Советы разумному правителю,"Социальная философия,Книги по философии,Зарубежная старинная литература,Древневосточная литература",Хань Фэй-цзы,,15,5.0
42640,Книга пяти колец. Горин-но сё. Путь стратегии,"Зарубежная старинная литература,Древневосточная литература",Миямото Мусаси,,13,5.0
258830,Книга радості: вічне щастя в мінливому світі,"Тибетский буддизм,Зарубежная религиозная литература","Дуглас Абрамс,Десмонд Туту",,7,
194080,Коварство и любовь. Перчатка,"Зарубежная поэзия,Зарубежная драматургия",Фридрих Шиллер,,15,4.7
81212,"Коллапс. Почему одни общества приходят к процветанию, а другие – к гибели","Научно-популярная литература,Всемирная история,Зарубежная образовательная литература",Джаред Даймонд,,16,4.2
3391,Коллекционер газов,"Социальная философия,Социальная фантастика",Левин Левадопа,,17,4.8
272279,Конец истории и последний человек,"Книги по философии,Зарубежная образовательная литература,Социология",Фрэнсис Фукуяма,,7,5.0
231503,Конституционно-правовой статус депутата законодательного органа государственной власти в Российской Федерации,"Монографии,Конституционное право",Лидия Нудненко,,12,3.7
38264,Король Генрих IV,"Зарубежная драматургия,Европейская старинная литература",Уильям Шекспир,,20,3.7
124033,Король Лир,"Зарубежная драматургия,Зарубежная классика,Зарубежная старинная литература,Европейская старинная литература",Уильям Шекспир,,13,5.0
201333,Король Ричард III. Антоний и Клеопатра,"Пьесы и драматургия,Зарубежная драматургия,Европейская старинная литература",Уильям Шекспир,,20,4.8
90295,Корпоративный университет: чему учить сотрудников,"Управление персоналом,Прочая образовательная литература",Марина Осокина,,13,5.0
44422,"Краткая история всех, кто когда-либо жил","Научно-популярная литература,Генетика",Адам Резерфорд,,16,4.0
68315,Краткая история мысли. Трактат по философии для подрастающего поколения,"Научно-популярная литература,История философии,Книги по философии",Люк Ферри,,17,4.0
258932,Краткая история сотворения мира. Великие ученые в поисках источника жизни на Земле,"Научно-популярная литература,Естествознание,Зарубежная образовательная литература","Билл Меслер,Джеймс Кливз",,14,5.0
285585,Краткий курс истории философии,История философии,Артур Шопенгауэр,,5,5.0
114815,Кремлевская школа переговоров,"Ораторское искусство / риторика,Переговоры",Игорь Рызов,,93,4.8
85747,Крокодилы,Природа и животные,"Алексей Филипьечев,Максим Козлов",,20,5.0
181250,Крупнейшие мировые аферы. Искусство обмана и обман как искусство,Другие справочники,"Александр Соловьев,Валерия Башкирова",,16,5.0
230702,Курды. Потерянные на Ближнем Востоке,"Политология,Современное политическое положение",Максим Лебский,,9,4.0
239437,"Курс молодого овца, или Самозащита в уголовном суде","Уголовно-процессуальное право,Прочая образовательная литература",Владислав Шейченко,,12,5.0
228443,Лазерная стимуляция в медико-биологическом обеспечении подготовки квалифицированных спортсменов,"Прикладные отрасли медицины,Физкультура и спорт","Александр Разумов,Сергей Павлов,Алексей Павлов",,11,5.0
4449,Левиафан. Как рождается чудовище власти,"Социальная философия,Книги по философии,Зарубежная образовательная литература","Элиас Канетти,Томас Гоббс",,19,4.8
31905,Левша,"Внеклассное чтение,Литература 19 века,Русская классика",Николай Лесков,,29,4.0
25614,Лекции о Солнце,"Научно-популярная литература,Астрономия,Естествознание",Сергей Язев,,17,5.0
321449,Лекции о метафизике,"Метафизика,Книги по философии,Зарубежная образовательная литература",Мартин Хайдеггер,,17,4.0
92523,Лекции по истории Древнего Востока: от ранней архаики до раннего средневековья,История Древнего мира,Виктор Рeбрик,,12,5.0
233330,Лекции по истории философии,"История философии,Зарубежная образовательная литература",Георг Гегель,,13,5.0
151404,Лечение рака и многих других заболеваний новым растительным препаратом «Цикутин»,"Акушерство и гинекология,Онкология,Гастроэнтерология",Вениамин Яковлев,,17,5.0
139821,Логика в вопросах и ответах,"Логика,Книги по философии","Николай Лучков,Валерий Вечканов",,21,4.8
216744,Локирование как управление риском в Форекс,"Forex,Технический анализ,Трейдинг",Владимир Кяхренов,,20,4.5
155389,Лошадиная фамилия. Рассказы и водевили,"Внеклассное чтение,Литература 19 века,Русская классика",Антон Чехов,,20,5.0
51028,Лучшая подруга навсегда,Комиксы / манга,Антон Кара,,18,4.5
189612,"Лучше меньше, да лучше","Политология,Государственное и муниципальное управление",Владимир Ленин,,6,5.0
235277,"Любительская астрономия: люди, открывшие небо","Научно-популярная литература,Астрономия",Ирина Позднякова,,13,4.0
235139,Людина розумна. Історія людства від минулого до майбутнього,"Научно-популярная литература,Антропология",Юваль Ной Харари,,16,5.0
64614,Манипулирование личностью и массами. Манипулятивные технологии власти при атаке на подсознание индивида и масс,"Монографии,Политология,Социология",Сергей Зелинский,,12,5.0
202852,Манипуляция продолжается. Стратегия разрухи,"Политология,Национальная политика",Сергей Кара-Мурза,,15,4.8
146483,Марсианин. Как выжить на Красной планете?,"Научно-популярная литература,Астрономия",Антон Первушин,,41,5.0
93057,Масса и власть,"Социальная философия,Социология",Элиас Канетти,,15,5.0
262254,"Мастер историй. Увлекай, убеждай, вдохновляй","Ораторское искусство / риторика,Переговоры,Зарубежная деловая литература,Зарубежная образовательная литература",Пол Смит,,7,
73410,Международный рынок образовательных услуг: основные характеристики и тенденции развития,"Социология,Научные доклады",Виктор Галичин,,20,4.5
10480,"Метаморфозы, или Золотой осел","Зарубежная старинная литература,Античная литература",Луций Апулей,,13,5.0
303697,Метаморфозы. Путешествие хирурга по самым прекрасным и ужасным изменениям человеческого тела,"Научно-популярная литература,Популярно о медицине",Гэвин Фрэнсис,,17,5.0
19006,Миграция и рынок труда,"Социология,Научные доклады","Мария Кириллова,Никита Мкртчян,Татьяна Малева,Юлия Флоринская",,15,5.0
13768,Минуту внимания!,"Ораторское искусство / риторика,Переговоры,Советы от гуру,Зарубежная деловая литература,Зарубежная образовательная литература",Сэм Хорн,,12,5.0
127834,Мир аутизма: 16 супергероев,"Научно-популярная литература,Психиатрия,Состояния и явления психики,О психологии популярно",Алексей Мелия,,17,5.0
49216,Мир множества миров. Физики в поисках иных вселенных,"Научно-популярная литература,Астрономия,Физика",Александр Виленкин,,17,4.8
